Equipo,Voltaje,Compartimiento,Conector,CodigoComp,Posicion,Cable,Familia,ModeloHoja,Precio,Listado,Criterio,ModeloListado,CodigoOrden,Descripcion,VoltsAmp,Dimensiones,Peso,KWH,Garantia,ConectorBateria
"SC5740/45-30/35  36v (25"")",36,38.81 x 25 x 22.63,SB350 GRAY,Code 21,A,9,V-FORCE TUBULAR,18-100VTE-21,12405.55556,V-Force VTA-VTE Battery,order code,18-100-21,18-100VTE-21,Tubular High Capacity Lead Acid Industrial Battery,36/1000,38.21x24.3x22.63,2495,34.92,5 Years,N
"SC5740/45-30/35  48v (25"")",36,38.81 x 25 x 22.63,SB350 GRAY,Code 21,A,9,V-FORCE TUBULAR,24-90VTA-15,10998.08889,V-Force VTA-VTE Battery,order code,24-85-15,24-90VTA-15,Tubular Low Maintenance Lead Acid Industrial Battery,48/630,38.40x24.53x22.63,2280,29.33,5 Years,N
"SC5740/45-30/35  48v (25"")",36,38.81 x 25 x 22.63,SB350 GRAY,Code 21,A,9,V-FORCE TUBULAR,24-100VTE-15,13646.75556,V-Force VTA-VTE Battery,order code,24-85-15,24-100VTE-15,Tubular High Capacity Lead Acid Industrial Battery,48/700,38.40x24.53x22.63,2280,32.59,5 Years,N
"SC5740/45-30/35  48v (25"")",36,38.81 x 25 x 22.63,SB350 GRAY,Code 21,A,9,V-FORCE VTR,24-90VTR-15C,11115.27778,V-Force VTR Battery,order code,24-85-15,24-90VTR-15C,Tubular Flooded Lead Acid Industrial Battery,48/630,38.27 x 24.62 x 22.69,2366,29.33,5 Years,
"SC5740/45-30/35  48v (25"")",36,38.81 x 25 x 22.63,SB350 GRAY,Code 21,A,9,STRYTEN T300 (CMX),M2702408515B,9036,Master GNB List,order code,24-85-15,M2702408515B,Tubular Flooded Lead Acid Industrial Battery,48V / 595AH,38.19 x 23.5 x 22.62,2300,24.4188,5 Yrs Full + 1 Prorated,SB350 Blue
"SCF6241-30/35 (25"")",48,"24.8"" x 32.7"" x 24.7""",SB350 BLUE,,A,20,V-FORCE VTR,24-90VTR-11,9127.777778,V-Force VTR Battery,order code,24-85-11,24-90VTR-11,Tubular Flooded Lead Acid Industrial Battery,48/450,32.54 x 24.74 x 22.69,1796,20.95,5 Years,
"SCF6241-30/35 (25"")",48,"24.8"" x 32.7"" x 24.7""",SB350 BLUE,,A,20,SIN CLASIFICAR,24-85-11,,,sin match,,24-85-11,no encontrado,no encontrado,no encontrado,no encontrado,,no encontrado,
"SCF6241-30/35 (25"")",48,"24.8"" x 32.7"" x 24.7""",SB350 BLUE,,A,20,STRYTEN T300 (CMX),M2702408511Z6,7696,Master GNB List,order code,24-85-11,M2702408511Z6,Tubular Flooded Lead Acid Industrial Battery,48V / 425AH,32.56 x 24.63 x 22.63,1847,17.442,5 Yrs Full + 1 Prorated,SB350 Blue
"SCF6241-30/35 (25"")",48,"24.8"" x 32.7"" x 24.7""",SB350 BLUE,,A,20,HAWKER FLEX,48FLX498_166 (207350T-SBKN),19179.93519,Master Hawker List,order code,48FLX498_166 (207350T-SBKN),48FLX498_166 (207350T-SBKN),HAWKER Sealed TPPL Technologic Industrial Battery,48V / 166AH,32.25 X 24.25 X 24.50,1830,,1 Year,N/A
"SCF6261-40/43  (29"")",48,32.7 x 29.1 x 24.7,SB350 BLUE,,A,20,V-FORCE VTR,24-90VTR-13,10670.83333,V-Force VTR Battery,order code,24-85-13,24-90VTR-13,Tubular Flooded Lead Acid Industrial Battery,48/540,32.44 x 28.44 x 22.75,2250,25.14,5 Years,
"SCF6261-40/43  (29"")",48,32.7 x 29.1 x 24.7,SB350 BLUE,,A,20,SIN CLASIFICAR,M2902409013Z6,,,sin match,,M2902409013Z6,no encontrado,no encontrado,no encontrado,no encontrado,,no encontrado,
"SCF6261-40/43  (29"")",48,32.7 x 29.1 x 24.7,SB350 BLUE,,A,20,,M2702408513Z6,9028,,sin match,,M2702408513Z6,Tubular Flooded Lead Acid Industrial Battery,48V / 510AH,32.56 x 28.88 x 22.63,2275,,5 Yrs Full + 1 Prorated,
"SCF6261-40/43  (29"")",48,32.7 x 29.1 x 24.7,SB350 BLUE,,A,20,,24-FLX660-37 (311B20P01T2-SBKN),20914.34074,,sin match,,24-FLX660-37 (311B20P01T2-SBKN),HAWKER Sealed TPPL Technologic Industrial Battery,48V / 660AH,32.62 X 29.00 X 22.62,2297,,1 Year,
SH/SHR/SHC5540 (13'),24,31.1 x 13.12 x 24.8,SB175 GRAY,13.12,B,20,V-FORCE VTR,12-90VTR-13,4969.444444,V-Force VTR Battery,order code,12-85-13,12-90VTR-13,Tubular Flooded Lead Acid Industrial Battery,24/540,30.65 x 12.71 x 23.12,983,12.57,5 Years,
SH/SHR/SHC5540 (13'),24,31.1 x 13.12 x 24.8,SB175 GRAY,13.12,B,20,STRYTEN F100 (CLASSIC),M1601208513A,3844,Master GNB List,order code,12-85-13,M1601208513A,Flooded Conventional Lead Acid Flat Plate Industrial Battery,24V / 510AH,30.63 x 12.69 x 22.2,954,10.4652,3 Yrs Full + 2 Prorated,SB175 Gray
SH/SHR/SHC5540 (13'),24,31.1 x 13.12 x 24.8,SB175 GRAY,13.12,B,20,STRYTEN T300 (CMX),M1701208513A,4133,Master GNB List,order code,12-85-13,M1701208513A,Tubular Flooded Lead Acid Industrial Battery,24V / 510AH,30.63 x 12.69 x 22.2,960,10.4652,5 Yrs Full + 1 Prorated,SB175 Gray
SH/SHR/SHC5540 (13'),24,31.1 x 13.12 x 24.8,SB175 GRAY,13.12,B,20,COOLPOWER,12-85-13,3795,Master CoolpowerList ,order code,12-85-13,12-85-13,Flooded Conventional Flat Plate Lead Acid Industrial Battery,24V / 510AH,30.63 x 12.69 x 22.2,1020,12,3Yrs Full + 1Yrs Prorated,SB175 Gray
SH/SHR/SHC5540 (13'),24,31.1 x 13.12 x 24.8,SB175 GRAY,13.12,A,20,HAWKER FLEX,24FLX186WB (206747T-SBKY),8048.496296,Master Hawker List,order code,24FLX186WB (206747T-SBKY),24FLX186WB (206747T-SBKY),HAWKER Sealed TPPL Technologic Industrial Battery (Direct Connect),24V / 186AH,30.65 x 12.77 x 19.94,1012,,1 Year,N/A
"SH/SHR5520 (6"")",24,34.37 x 6.62 x 24.8,SB175 GRAY,6.62,B,18,STRYTEN F100 (CLASSIC),M2601208507GA,2312,Master GNB List,order code,12-85-7,M2601208507GA,Flooded Conventional Lead Acid Flat Plate Industrial Battery,24V / 255AH,34.25 x 6.56 x 22.2,545,5.2326,3 Yrs Full + 2 Prorated,SB175 Gray
"SH/SHR5520 (6"")",24,34.37 x 6.62 x 24.8,SB175 GRAY,6.62,B,18,HAWKER FLEX,24FLX186WBP (206563T-SBKY),6780.07037,Master Hawker List,order code,24FLX186WBP (206563T-SBKY),24FLX186WBP (206563T-SBKY),HAWKER Sealed TPPL Technologic Industrial Battery (Direct Connect),24V / 186AH,33.7 x 6.47 x 24.44,776,,1 Year,N/A
"SP1500 24V (14"")",24,38.44 x 14.25 x 31,SB350 RED,Code 58,A,20,V-FORCE VTR,12-125VTR-19,10076.38889,V-Force VTR Battery,order code,12-125-19,12-125VTR-19,Tubular Flooded Lead Acid Industrial Battery,24/1125,38.27 x 14.92 x 30.5,2016,26.06,5 Years,
"SP1500 36V (14"")",36,38.44 x 14.25 x 32,SB350 GRAY,Code B-9,A,20,V-FORCE VTR,18-125VTR-11,8640.277778,V-Force VTR Battery,order code,18-125-11,18-125VTR-11,Tubular Flooded Lead Acid Industrial Battery,36/625,38.02 x 13.34 x 30.50,1800,21.71,5 Years,
"SP1500 36V (16"")",36,38.44 x 16.25 x 31,SB350 GRAY,Code C-14,A,20,V-FORCE VTR,18-125VTR-13,9852.777778,V-Force VTR Battery,order code,18-125-13,18-125VTR-13,Tubular Flooded Lead Acid Industrial Battery,36/750,37.91 x 15.59 x 30.5,2088,26.06,5 Years,
"SP1500 36V (18"")",36,38.69 x 18.19 x 31,SB350 GRAY,Code D-24,A,20,V-FORCE VTR,18-125VTR-15,11463.88889,V-Force VTR Battery,order code,18-125-15,18-125VTR-15,Tubular Flooded Lead Acid Industrial Battery,36/875,38.27 x 17.72 x 30.5,2376,30.4,5 Years,
"SP1500 36V (20"")",36,38.56 x 20.75 x 31,SB350 GRAY,Code E-32,A,20,V-FORCE VTR,18-125VTR-17B,12730.55556,V-Force VTR Battery,order code,18-125-17,18-125VTR-17B,Tubular Flooded Lead Acid Industrial Battery,36/1000,38.38 x 20.42 x 30.88,2808,34.74,5 Years,
"SP3500 24V (13"")",24,31.75 x 13.12 x 23.25,SB175 GRAY,AA Comp 45/46,A,20,V-FORCE VTR,12-90VTR-13,4969.444444,V-Force VTR Battery,order code,12-85-13,12-90VTR-13,Tubular Flooded Lead Acid Industrial Battery,24/540,30.65 x 12.71 x 23.12,983,12.57,5 Years,
"SP3500 24V (13"")",24,31.75 x 13.12 x 23.25,SB175 GRAY,AA Comp 45/46,A,20,HAWKER FLEX,24FLX186WB (206747T-SBKY),8048.496296,Master Hawker List,order code,24FLX186WB (206747T-SBKY),24FLX186WB (206747T-SBKY),HAWKER Sealed TPPL Technologic Industrial Battery (Direct Connect),24V / 186AH,30.65 x 12.77 x 19.94,1012,,1 Year,N/A
"SP3500 24V (13"")",24,31.75 x 13.12 x 23.25,SB175 GRAY,AA Comp 45/46,A,20,STRYTEN F100 (CLASSIC),M1601208513A,3844,Master GNB List,order code,12-85-13,M1601208513A,Flooded Conventional Lead Acid Flat Plate Industrial Battery,24V / 510AH,30.63 x 12.69 x 22.2,954,10.4652,3 Yrs Full + 2 Prorated,SB175 Gray
"SP3500 24V (13"")",24,31.75 x 13.12 x 23.25,SB175 GRAY,AA Comp 45/46,A,20,STRYTEN T300 (CMX),M1701208513A,4133,Master GNB List,order code,12-85-13,M1701208513A,Tubular Flooded Lead Acid Industrial Battery,24V / 510AH,30.63 x 12.69 x 22.2,960,10.4652,5 Yrs Full + 1 Prorated,SB175 Gray
"SP3500 24V (13"")",24,31.75 x 13.12 x 23.25,SB175 GRAY,AA Comp 45/46,A,20,COOLPOWER,12-85-13,3795,Master CoolpowerList ,order code,12-85-13,12-85-13,Flooded Conventional Flat Plate Lead Acid Industrial Battery,24V / 510AH,30.63 x 12.69 x 22.2,1020,12,3Yrs Full + 1Yrs Prorated,SB175 Gray
"SP3500 24V (14"")",24,36.25 x 14.25 x 31,SB350 RED,Code 58,A,20,V-FORCE VTR,12-125VTR-15,7933.333333,V-Force VTR Battery,order code,12-125-15,12-125VTR-15,Tubular Flooded Lead Acid Industrial Battery,24/875,36.13 x 14.03 x 30.5,1600,20.27,5 Years,
"SP3500 24V (14"")",24,36.25 x 14.25 x 31,SB350 RED,Code 58,A,20,STRYTEN F100 (CLASSIC),M2601212515A6,5786,Master GNB List,order code,12-125-15,M2601212515A6,Flooded Conventional Lead Acid Flat Plate Industrial Battery,24V / 875AH,35.25 x 14 x 30.5,1695,17.955,3 Yrs Full + 2 Prorated,SB350 Red
"SP3500 24V (14"")",24,36.25 x 14.25 x 31,SB350 RED,Code 58,A,20,STRYTEN T300 (CMX),M2701212515A6,6203,Master GNB List,order code,12-125-15,M2701212515A6,Tubular Flooded Lead Acid Industrial Battery,24V / 875AH,35.25 x 14 x 30.5,1598,17.955,5 Yrs Full + 1 Prorated,SB350 Red
"SP3500 24V (14"")",24,36.25 x 14.25 x 31,SB350 RED,Code 58,A,20,HAWKER FLEX,12-FLX625-31** (310B58P01T2-SBKN),12373.16111,Master Hawker List,order code,12-125-15,12-FLX625-31** (310B58P01T2-SBKN),HAWKER Sealed TPPL Technologic Industrial Battery,24V / 625AH,36 X 13.94 X 30.50,1608,,1 Year,N/A
"SP3500 24V (14"")",24,36.25 x 14.25 x 31,SB350 RED,Code 58,A,20,HAWKER FLEX,12-FLX700-31 (206814T2-SBKN),13259.72407,Master Hawker List,order code,12-125-15,12-FLX700-31 (206814T2-SBKN),HAWKER Sealed TPPL Technologic Industrial Battery,24V / 700AH,36.13 X 14.03 X 30.50,1709,,1 Year,N/A
"SP3500 24V (14"")",24,36.25 x 14.25 x 31,SB350 RED,Code 59,A,20,COOLPOWER,12-125-15,5425.284102,Master CoolpowerList ,order code,12-125-15,12-125-15,Flooded Conventional Flat Plate Lead Acid Industrial Battery,24V / 875AH,35.25 x 14 x 30.5,1704,20.27,3Yrs Full + 1Yrs Prorated,SB350 Red
SP3570F/80F  24V,24,36.25 x 14.25 x 31,SB350 RED,Code 58,A,20,V-FORCE VTR,12-125VTR-15,7933.333333,V-Force VTR Battery,order code,12-125-15,12-125VTR-15,Tubular Flooded Lead Acid Industrial Battery,24/875,36.13 x 14.03 x 30.5,1600,20.27,5 Years,
SP3570F/80F  24V,24,36.25 x 14.25 x 31,SB350 RED,Code 52,A,20,STRYTEN F100 (CLASSIC),M2601212515A6,5786,Master GNB List,order code,12-125-15,M2601212515A6,Flooded Conventional Lead Acid Flat Plate Industrial Battery,24V / 875AH,35.25 x 14 x 30.5,1695,17.955,3 Yrs Full + 2 Prorated,SB350 Red
SP3570F/80F  24V,24,36.25 x 14.25 x 31,SB350 RED,Code 58,A,20,STRYTEN F100 (CLASSIC),M2601212515A6,5786,Master GNB List,order code,12-125-15,M2601212515A6,Flooded Conventional Lead Acid Flat Plate Industrial Battery,24V / 875AH,35.25 x 14 x 30.5,1695,17.955,3 Yrs Full + 2 Prorated,SB350 Red
SP3570F/80F  24V,24,36.25 x 14.25 x 31,SB350 RED,Code 58,A,20,STRYTEN T300 (CMX),M2701212515A6,6203,Master GNB List,order code,12-125-15,M2701212515A6,Tubular Flooded Lead Acid Industrial Battery,24V / 875AH,35.25 x 14 x 30.5,1598,17.955,5 Yrs Full + 1 Prorated,SB350 Red
SP3570F/80F  24V,24,36.25 x 14.25 x 31,SB350 RED,Code 58,A,20,HAWKER FLEX,12-FLX700-31 (206814T2-SBKN),13259.72407,Master Hawker List,order code,12-125-15,12-FLX700-31 (206814T2-SBKN),HAWKER Sealed TPPL Technologic Industrial Battery,24V / 700AH,36.13 X 14.03 X 30.50,1709,,1 Year,N/A
"SP4000  36V  (14"")  ",36,36.25 x 14.25 x 31,SB350 GRAY,Code B-9,A,20,V-FORCE VTR,18-125VTR-11,8640.277778,V-Force VTR Battery,order code,18-125-11,18-125VTR-11,Tubular Flooded Lead Acid Industrial Battery,36/625,38.02 x 13.34 x 30.50,1800,21.71,5 Years,
"SP4000  36V  (14"")  ",36,36.25 x 14.25 x 31,SB350 GRAY,Code B-9,A,20,STRYTEN F100 (CLASSIC),M2601812511B,6290,Master GNB List,order code,18-125-11,M2601812511B,Flooded Conventional Lead Acid Flat Plate Industrial Battery,36V / 625AH,38.01 x 13.25 x 30.5,1707,19.2375,3 Yrs Full + 2 Prorated,SB350 Gray
"SP4000  36V  (14"")  ",36,36.25 x 14.25 x 31,SB350 GRAY,Code B-9,A,20,HAWKER FLEX,36FLX372_186 (206669T),,,sin match,,36FLX372_186 (206669T),no encontrado,no encontrado,no encontrado,no encontrado,,no encontrado,
"SP4000  36V  (14"")  ",36,36.25 x 14.25 x 31,SB350 GRAY,Code B-9,A,20,STRYTEN T300 (CMX),M2701812511B,6782,Master GNB List,order code,18-125-11,M2701812511B,Tubular Flooded Lead Acid Industrial Battery,36V / 625AH,38.01 x 13.25 x 30.5,1701,19.2375,5 Yrs Full + 1 Prorated,SB350 Gray
"SP4000  36V  (14"")  ",36,36.25 x 14.25 x 31,SB350 GRAY,Code B-9,A,20,COOLPOWER,18-125-11,6279.268506,Master CoolpowerList ,order code,18-125-11,18-125-11,Flooded Conventional Flat Plate Lead Acid Industrial Battery,36V / 625AH,38.01 x 13.25 x 30.5,1944,21.83,3Yrs Full + 1Yrs Prorated,SB350 Gray
"SP4000  36V  (16"")",36,38.44 x 16.25 x 31,SB350 GRAY,Code C-14,A,20,V-FORCE VTR,18-125VTR-13,9852.777778,V-Force VTR Battery,order code,18-125-13,18-125VTR-13,Tubular Flooded Lead Acid Industrial Battery,36/750,37.91 x 15.59 x 30.5,2088,26.06,5 Years,
"SP4000  36V  (16"")",36,38.44 x 16.25 x 31,SB350 GRAY,Code C-14,A,20,STRYTEN F100 (CLASSIC),M2601812513B,7163,Master GNB List,order code,18-125-13,M2601812513B,Flooded Conventional Lead Acid Flat Plate Industrial Battery,36V / 750AH,37.94 x 15.63 x 30.5,2042,23.085,3 Yrs Full + 2 Prorated,SB350 Gray
"SP4000  36V  (16"")",36,38.38 x 16.25 x 31,SB350 GRAY,Code C-14,A,20,HAWKER FLEX,36FLX558_186 (206657T-SBKN),18346.77963,Master Hawker List,order code,18-125-13,36FLX558_186 (206657T-SBKN),HAWKER Sealed TPPL Technologic Industrial Battery,36V / 558AH,38.28 X 15.53 X 29.94,2235,,1 Year,N/A
"SP4000  36V  (16"")",36,38.44 x 16.25 x 31,SB350 GRAY,Code C-14,A,20,STRYTEN T300 (CMX),M2701812513B,7730,Master GNB List,order code,18-125-13,M2701812513B,Tubular Flooded Lead Acid Industrial Battery,36V / 750AH,37.94 x 15.63 x 30.5,2034,23.085,5 Yrs Full + 1 Prorated,SB350 Gray
"SP4000  36V  (16"")",36,38.44 x 16.25 x 31,SB350 GRAY,Code C-14,A,20,HAWKER FLEX,18-FLX560-25 (310B66P02T2-SBKN),15151.68148,Master Hawker List,order code,18-125-13,18-FLX560-25 (310B66P02T2-SBKN),HAWKER Sealed TPPL Technologic Industrial Battery,36V / 560AH,38.00 X 15.25 X 30.75,2088,,1 Year,N/A
"SP4000  36V  (16"")",36,38.44 x 16.25 x 31,SB350 GRAY,Code C-14,A,20,COOLPOWER,18-125-13,6909.100044,Master CoolpowerList ,order code,18-125-13,18-125-13,Flooded Conventional Flat Plate Lead Acid Industrial Battery,36V / 750AH,37.94 x 15.63 x 30.5,2250,26.19,3Yrs Full + 1Yrs Prorated,SB350 Gray
"SP4000  36V  (18"")",36,38.69 x 18.19 x 31,SB350 GRAY,Code D-24,A,20,V-FORCE VTR,18-125VTR-15,11463.88889,V-Force VTR Battery,order code,18-125-15,18-125VTR-15,Tubular Flooded Lead Acid Industrial Battery,36/875,38.27 x 17.72 x 30.5,2376,30.4,5 Years,
"SP4000  36V  (18"")",36,38.69 x 18.19 x 31,SB350 GRAY,Code D-24,A,20,HAWKER FLEX,18-FLX625-31** (310B52P01T2-SBKN),18632.50926,Master Hawker List,order code,18-125-15,18-FLX625-31** (310B52P01T2-SBKN),HAWKER Sealed TPPL Technologic Industrial Battery,36V / 625AH,38.19 X 17.75 X 30.75,2412,,1 Year,N/A
"SP4000  36V  (18"")",36,38.69 x 18.19 x 31,SB350 GRAY,Code D-24,A,20,STRYTEN F100 (CLASSIC),M2601812515B,8089,Master GNB List,order code,18-125-15,M2601812515B,Flooded Conventional Lead Acid Flat Plate Industrial Battery,36V / 875AH,38.31 x 17.88 x 30.5,2349,26.9325,3 Yrs Full + 2 Prorated,SB350 Gray
"SP4000  36V  (18"")",36,38.69 x 18.19 x 31,SB350 GRAY,Code D-24,A,20,STRYTEN T300 (CMX),M2701812515B,8735,Master GNB List,order code,18-125-15,M2701812515B,Tubular Flooded Lead Acid Industrial Battery,36V / 875AH,38.31 x 17.88 x 30.5,2330,26.9325,5 Yrs Full + 1 Prorated,SB350 Gray
"SP4000  36V  (18"")",36,38.69 x 18.19 x 31,SB350 GRAY,Code D-24,A,20,ENERSYS,12-NXS700 (510741T2-SGMN),,Master Enersys List,order code,12-NXS700 (510741T2-SGMN),12-NXS700 (510741T2-SGMN),,Enersys 12-NXS700 (510741T2-SGMN),"New ENERSYS Sealed TPPL Technologic Industrial Battery, Model 12-NXS700 (510741T2-SGMN), Volt / Amp: 24 / 700, Dimension: 36.13 X 14.03 X 30.50, Battery Weight: 1624 Lbs,  Battery Warranty 3 Yrs Full            ",11031,,USD,SB350 / Red
"SP4000  36V  (18"")",36,38.69 x 18.19 x 31,SB350 GRAY,Code D-24,A,20,COOLPOWER,18-125-15,7924.377048,Master CoolpowerList ,order code,18-125-15,18-125-15,Flooded Conventional Flat Plate Lead Acid Industrial Battery,36V / 875AH,38.31 x 17.88 x 30.5,2556,30.56,3Yrs Full + 1Yrs Prorated,SB350 Gray
"SP4000  36V  (20"")",36,38.69 x 20.75 x 30,SB350 GRAY,Code E-32,A,20,V-FORCE VTR,18-125VTR-17B,12730.55556,V-Force VTR Battery,order code,18-125-17,18-125VTR-17B,Tubular Flooded Lead Acid Industrial Battery,36/1000,38.38 x 20.42 x 30.88,2808,34.74,5 Years,
"SP4000  36V  (20"")",36,38.69 x 20.75 x 31,SB350 GRAY,Code E-32,A,20,STRYTEN F100 (CLASSIC),M2601812517B,9251,Master GNB List,order code,18-125-17,M2601812517B,Flooded Conventional Lead Acid Flat Plate Industrial Battery,36V / 1000AH,38.31 x 20.13 x 30.5,2673,30.78,3 Yrs Full + 2 Prorated,SB350 Gray
"SP4000  36V  (20"")",36,38.69 x 20.75 x 31,SB350 GRAY,Code E-32,A,20,STRYTEN T300 (CMX),M2701812517B,9993,Master GNB List,order code,18-125-17,M2701812517B,Tubular Flooded Lead Acid Industrial Battery,36V / 1000AH,38.31 x 20.13 x 30.5,2652,30.78,5 Yrs Full + 1 Prorated,SB350 Gray
"SP4000  36V  (20"")",36,38.69 x 20.75 x 31,SB350 GRAY,Code E-32,A,20,COOLPOWER,18-125-17,8902.605138,Master CoolpowerList ,order code,18-125-17,18-125-17,Flooded Conventional Flat Plate Lead Acid Industrial Battery,36V / 1000AH,38.31 x 20.13 x 30.5,2844,34.74,3Yrs Full + 1Yrs Prorated,SB350 Gray
"SP4000  36V  (20"")",36,38.69 x 20.75 x 32,SB350 GRAY,Code E-32,A,20,HAWKER FLEX,18-FLX840-37 (206813T2-SBKN),20900.98889,Master Hawker List,order code,18-125-17,18-FLX840-37 (206813T2-SBKN),HAWKER Sealed TPPL Technologic Industrial Battery,36V / 840AH,38.33 X 20.21 X 30.56,2737,,1 Year,N/A
"SP4000  36V  (20"")",36,38.69 x 20.75 x 33,SB350 GRAY,Code E-32,A,20,HAWKER FLEX,36FLX558_186 (510548T-SGRN CUSTOM),20042.46481,Master Hawker List,order code,36FLX558_186 (510548T-SGRN CUSTOM),36FLX558_186 (510548T-SGRN CUSTOM),HAWKER Sealed TPPL Technologic Industrial Battery,36V / 558AH,38.27 x 20.15 x 25.75,2600,,1 Year,N/A
ST3000-30,24,25.55 x 7.28 x 24.13,SB175 GRAY,,A,B/20,HAWKER FLEX,24FLX137WB (206125T-SBKY),5241.937037,Master Hawker List,order code,24FLX137WB (206125T-SBKY),24FLX137WB (206125T-SBKY),HAWKER Sealed TPPL Technologic Industrial Battery,24V / 137AH,24.3 x 7.14 x 21.70,275,,1 Year,N/A
SX3200,24,26.4 x 9.1 x 23.62,SB175 GRAY,N/A,A,B/20,V-FORCE VTR,12-90VTR-07,3200,V-Force VTR Battery,order code,12-85-7,12-90VTR-07,Tubular Flooded Lead Acid Industrial Battery,24/270,25.37 x 8.6 x 23.12,559,6.29,5 Years,
SX3200,24,26.4 x 9.1 x 23.62,SB175 GRAY,N/A,A,B/20,STRYTEN F100 (CLASSIC),M1601208507D,2479,Master GNB List,order code,12-85-7,M1601208507D,Flooded Conventional Lead Acid Flat Plate Industrial Battery,24V / 255AH,25.38 x 8.69 x 23.25,565,5.2326,3 Yrs Full + 2 Prorated,SB175 Gray
SX3200,24,26.4 x 9.1 x 23.62,SB175 GRAY,N/A,A,B/20,HAWKER FLEX,24FLX137WB (310B21P06T-SBKY),4753.259259,Master Hawker List,order code,12-85-7,24FLX137WB (310B21P06T-SBKY),HAWKER Sealed TPPL Technologic Industrial Battery,24V / 137AH,24.62 X 8.94 X 23.50,400,,1 Year,N/A
TR4500,24,31.12 x 13.19 x 31.62,SB175 GRAY,,B,20,V-FORCE VTR,12-90VTR-13,4969.444444,V-Force VTR Battery,order code,12-85-13,12-90VTR-13,Tubular Flooded Lead Acid Industrial Battery,24/540,30.65 x 12.71 x 23.12,983,12.57,5 Years,
TR4500,24,31.12 x 13.19 x 31.62,SB175 GRAY,,B,20,V-FORCE VTR,12-125VTR-13,6688.888889,V-Force VTR Battery,order code,12-125-13,12-125VTR-13,Tubular Flooded Lead Acid Industrial Battery,24/750,30.65 x 12.71 x 30.81,1392,17.37,5 Years,
TR4500,24,31.12 x 13.19 x 31.62,SB175 GRAY,,B,20,STRYTEN F100 (CLASSIC),M1601208513A,3844,Master GNB List,order code,12-85-13,M1601208513A,Flooded Conventional Lead Acid Flat Plate Industrial Battery,24V / 510AH,30.63 x 12.69 x 22.2,954,10.4652,3 Yrs Full + 2 Prorated,SB175 Gray
TR4500,24,31.12 x 13.19 x 31.62,SB175 GRAY,,B,20,STRYTEN F100 (CLASSIC),M1601212513A,4834,Master GNB List,order code,12-125-13,M1601212513A,Flooded Conventional Lead Acid Flat Plate Industrial Battery,24V / 750AH,30.63 x 12.81 x 31,1329,15.39,3 Yrs Full + 2 Prorated,SB175 Gray
TR4500,24,31.12 x 13.19 x 31.62,SB175 GRAY,,B,20,STRYTEN T300 (CMX),M1701208513A,4133,Master GNB List,order code,12-85-13,M1701208513A,Tubular Flooded Lead Acid Industrial Battery,24V / 510AH,30.63 x 12.69 x 22.2,960,10.4652,5 Yrs Full + 1 Prorated,SB175 Gray
TR4500,24,31.12 x 13.19 x 31.62,SB175 GRAY,,B,20,STRYTEN T300 (CMX),M1701212513A,5211,Master GNB List,order code,12-125-13,M1701212513A,Tubular Flooded Lead Acid Industrial Battery,24V / 750AH,30.63 x 12.81 x 31,1324,15.39,5 Yrs Full + 1 Prorated,SB175 Gray
TR4500,24,31.12 x 13.19 x 31.62,SB175 GRAY,,B,20,COOLPOWER,12-85-13,3795,Master CoolpowerList ,order code,12-85-13,12-85-13,Flooded Conventional Flat Plate Lead Acid Industrial Battery,24V / 510AH,30.63 x 12.69 x 22.2,1020,12,3Yrs Full + 1Yrs Prorated,SB175 Gray
TSP1000,48,28.12 x 41.61 x 31,SB350 BLUE,STD B,A,15,V-FORCE VTR,24-125VTR-13,13975,V-Force VTR Battery,order code,24-125-13,24-125VTR-13,Tubular Flooded Lead Acid Industrial Battery,48/750,44.13 x 20.78 x 30.50,2900,34.74,5 Years,
TSP1000,48,28.12 x 41.61 x 31,SB350 BLUE,STD B,A,15,V-FORCE VTR,24-125VTR-13B,13183.33333,V-Force VTR Battery,order code,24-125-13,24-125VTR-13B,Tubular Flooded Lead Acid Industrial Battery,48/750,37.91 x 20.66 x 30.50,2784,34.74,5 Years,
TSP1000,48,33.75 x 41.61 x 31,SB350 BLUE,STD C,A,15,V-FORCE VTR,24-125VTR-15,15381.94444,V-Force VTR Battery,order code,24-125-15,24-125VTR-15,Tubular Flooded Lead Acid Industrial Battery,48/875,44.18 x 24.18 x 30.5,3168,40.53,5 Years,
TSP1000,48,33.75 x 41.61 x 31,SB350 BLUE,STD C,A,15,V-FORCE VTR,24-125VTR-15D,14883.33333,V-Force VTR Battery,order code,24-125-15,24-125VTR-15D,Tubular Flooded Lead Acid Industrial Battery,48/875,38.32 x 23.48 x 30.50,3168,40.53,5 Years,
TSP1000,48,,SB350 BLUE,,A,15,V-FORCE VTR,24-125VTR-17B,18031.94444,V-Force VTR Battery,order code,24-125-17,24-125VTR-17B,Tubular Flooded Lead Acid Industrial Battery,48/1000,43.94 x 27.94 x 30.5,3600,46.32,5 Years,
TSP1000,48,,SB350 BLUE,,A,15,V-FORCE VTR,24-125VTR-17,17222.22222,V-Force VTR Battery,order code,24-125-17,24-125VTR-17,Tubular Flooded Lead Acid Industrial Battery,48/1000,38.27 x 26.66 x 30.50,3600,46.32,5 Years,
